1 | 1 2 3 4 5 6 7 8 9 10 13 14 15 16 17 18 19 21 23 24 | 18.50 36.51 45.99 45.98 48.43 35.15 54.78 48.33 52.60 174.27 44.27 76.54 38.73 26.94 157.68 106.11 42.69 205.82 26.14 183.55
2 | 1 3 4 5 8 9 10 11 13 15 | 152.85 152.94 118.50 152.95 39.00 121.00 139.50 67.30 13.60 139.48
3 | 2 3 4 6 8 9 10 11 12 14 | 152.94 118.50 152.95 152.85 39.00 122.86 135.65 19.71 24.16 139.48
4 | 1 2 3 4 7 9 10 12 14 16 17 18 19 20 24 | 85.98 71.72 73.95 88.30 140.85 122.20 149.70 152.10 154.50 39.00 121.00 139.50 13.60 67.30 61.69
5 | 1 2 3 4 7 9 10 12 14 16 17 18 19 21 24 | 85.30 71.72 73.95 88.30 140.85 122.20 149.70 152.10 154.50 39.00 121.00 139.50 67.30 13.60 61.10
6 | 2 3 4 6 8 10 11 12 13 14 17 19 20 21 22 24 | 150.39 122.20 152.95 170.44 13.88 39.00 121.00 139.50 13.60 67.30 140.85 88.38 74.78 71.72 85.98 61.69
7 | 1 2 3 4 5 6 7 8 9 11 | 121.24 114.41 143.99 146.63 111.27 131.96 39.90 137.75 115.63 55.97
8 | 1 2 3 4 6 8 9 10 11 12 13 14 15 16 17 18 21 22 23 24 25 26 27 28 30 31 32 33 34 35 40 41 42 43 | 130.85 131.70 36.40 43.60 165.58 131.83 136.67 124.90 117.20 145.50 149.10 117.30 131.50 44.83 40.70 170.97 42.10 35.30 130.70 130.85 116.49 156.06 116.49 130.85 137.62 121.73 116.30 144.80 145.90 115.80 130.85 116.49 156.06 116.49
9 | 1 2 3 4 6 8 9 10 11 12 13 14 15 16 17 18 21 22 23 24 25 26 27 28 30 31 32 33 34 35 37 41 42 43 44 45 | 130.85 131.70 36.40 43.60 165.58 131.83 136.67 124.90 109.12 147.69 150.90 114.73 131.50 44.83 40.70 170.97 42.10 35.30 130.70 130.85 116.49 156.06 116.49 130.85 134.30 121.73 114.85 145.00 147.40 112.60 56.31 56.10 130.85 116.49 156.06 116.49
10 | 1 2 3 4 7 8 9 10 11 12 13 14 16 17 18 19 20 21 22 25 26 27 28 29 30 31 32 34 36 37 38 39 40 41 43 46 | 130.49 141.19 118.86 166.83 42.00 35.60 130.90 130.85 116.49 156.06 116.49 130.85 109.73 144.74 147.54 124.07 121.10 45.44 170.97 42.10 35.30 130.70 130.85 116.49 156.06 116.49 130.85 87.66 133.60 119.76 114.92 146.27 147.56 109.89 55.70 56.13
11 | 1 2 3 4 7 8 9 10 11 12 13 14 16 17 18 19 20 21 22 25 26 27 28 29 30 31 32 34 36 37 38 39 40 41 45 | 130.49 141.19 118.86 166.83 42.00 35.60 130.90 130.85 116.49 156.06 116.49 130.85 109.73 144.74 147.54 124.07 121.10 45.44 170.97 42.10 35.30 130.70 130.85 116.49 156.06 116.49 130.85 88.93 132.85 119.76 119.00 149.20 148.90 115.81 56.13
12 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 19 22 23 24 25 26 27 28 29 31 34 35 36 37 38 39 40 41 | 147.41 144.65 106.20 134.60 133.40 110.63 125.18 127.16 130.16 130.16 138.33 128.01 116.75 146.05 146.60 115.10 165.21 40.30 35.63 131.06 130.85 116.49 156.06 116.49 130.85 169.40 40.30 35.63 131.06 130.85 116.49 156.06 116.49 130.85
13 | 1 2 3 4 6 8 9 10 11 12 13 14 15 18 21 22 23 24 25 26 27 30 31 32 33 34 35 36 37 39 40 42 43 44 45 46 | 130.85 131.06 35.63 40.97 171.49 78.66 72.90 133.30 111.36 147.49 146.11 114.97 119.71 56.37 149.59 151.40 111.80 130.10 140.20 118.96 166.60 42.00 35.60 130.90 130.85 116.49 156.06 116.49 130.85 122.20 118.20 56.10 130.85 116.49 156.06 116.49
14 | 1 2 3 4 6 8 9 10 11 12 13 14 15 18 20 21 22 23 24 25 26 29 30 31 32 33 34 35 36 38 39 41 42 43 44 45 | 130.85 131.06 35.63 40.97 161.35 146.49 111.25 126.10 109.38 148.76 149.04 115.59 125.05 55.70 149.00 148.24 110.11 130.10 140.20 118.96 166.60 42.00 35.60 130.90 130.85 116.49 156.06 116.49 130.85 121.23 110.96 56.00 130.85 116.49 156.06 116.49
15 | 1 2 3 4 5 6 8 9 10 12 13 14 15 16 17 20 21 22 23 24 | 164.30 111.10 160.50 101.60 161.21 94.30 80.20 43.60 196.70 130.40 129.00 116.30 158.43 116.30 129.00 21.90 123.01 132.34 17.80 25.60
16 | 1 2 3 4 5 6 8 9 10 12 13 14 15 16 17 20 | 164.60 99.00 161.40 104.85 158.83 95.01 162.70 104.10 182.61 124.15 108.62 149.30 149.55 116.30 119.90 55.70
17 | 1 2 3 4 5 6 7 8 9 10 11 13 19 20 21 23 24 25 26 27 28 | 162.50 98.00 161.30 103.90 155.90 103.60 73.65 71.05 78.60 70.40 81.50 61.40 163.90 102.50 181.90 121.60 128.60 116.00 161.40 116.00 128.60
18 | 1 2 3 4 7 | 22.30 26.00 43.30 180.00 22.30
19 | 1 5 | 22.60 22.60
20 | 1 2 4 5 6 7 10 | 130.00 141.45 146.55 130.16 127.86 176.10 48.40
21 | 1 2 4 5 6 8 9 10 11 13 15 16 17 18 19 20 22 23 24 25 26 | 37.70 59.82 49.70 25.60 48.00 49.36 27.20 27.00 40.07 172.31 69.35 126.00 124.05 34.37 65.90 73.90 32.01 26.75 32.00 23.05 14.85
22 | 1 2 3 4 5 6 8 9 10 11 12 13 14 15 16 17 19 20 21 22 23 | 142.62 108.66 155.20 109.80 155.50 108.73 78.90 128.10 118.40 26.70 42.10 23.60 124.47 131.94 17.75 25.77 34.95 30.90 31.40 22.51 14.06
23 | 1 2 3 4 5 6 7 8 9 13 14 15 16 17 19 25 | 148.24 152.10 96.91 149.95 111.70 109.49 143.30 113.57 161.45 99.70 73.10 76.05 69.69 77.15 61.08 56.00
24 | 1 2 3 5 6 7 8 9 10 11 13 16 17 19 20 21 22 23 24 25 27 30 | 50.10 50.10 82.00 72.25 132.90 104.19 150.39 136.10 150.39 104.19 56.15 56.15 72.25 82.00 132.90 104.19 150.39 134.06 150.39 104.19 56.27 56.27
25 | 1 2 3 4 5 6 8 9 10 11 12 14 15 16 17 18 19 20 21 22 23 | 108.80 154.97 108.72 139.97 108.72 154.97 35.31 31.29 31.45 22.51 14.06 37.18 123.10 134.75 30.31 26.94 38.02 146.06 112.52 19.10 23.45
26 | 1 2 3 4 5 6 8 11 12 13 14 15 17 18 19 20 21 22 23 24 25 26 | 108.62 154.97 113.16 135.43 111.20 164.30 173.30 33.65 30.89 31.58 22.58 14.06 37.18 123.10 134.75 30.31 26.94 38.02 146.06 112.52 19.10 23.45
27 | 1 2 3 4 5 6 8 9 10 11 12 14 15 16 17 18 19 20 21 22 23 | 109.20 154.70 107.70 142.80 110.10 154.20 34.95 30.90 31.40 22.51 14.06 77.40 45.90 33.70 123.90 134.30 25.10 31.20 23.40 23.45 23.45
28 | 1 2 3 4 5 7 8 9 10 11 12 14 16 17 18 19 21 22 23 24 25 | 176.92 122.40 168.41 108.85 193.77 76.50 37.62 115.99 137.00 21.77 21.77 194.88 46.90 24.58 22.44 22.44 29.33 120.61 133.61 18.98 24.29
29 | 1 2 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 24 26 27 28 29 | 186.02 109.24 164.70 110.60 199.89 39.32 40.82 120.06 134.14 18.48 25.34 40.82 120.06 134.14 18.48 25.34 20.60 122.40 131.20 19.26 23.67 194.88 46.90 24.58 22.44 22.44
30 | 1 2 3 4 6 7 8 9 11 13 14 15 16 19 20 21 22 23 24 25 26 | 51.56 48.76 41.12 210.18 84.22 176.92 115.60 205.22 194.88 46.90 24.58 22.44 22.44 47.50 48.12 39.60 147.26 113.09 23.74 26.30 26.30
31 | 1 2 3 4 5 6 8 9 10 11 12 13 14 15 | 100.47 157.50 108.10 145.60 108.10 157.50 37.16 36.95 135.31 130.60 116.10 156.30 116.10 130.60
32 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 39.41 36.96 44.34 44.78 21.80 36.26 33.23 19.82 19.82 54.28 143.91 116.10 30.08 23.04 19.27
33 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 39.70 133.20 125.00 42.00 37.40 141.00 127.70 40.40 139.20 125.80 23.30 17.90 27.10 27.10 15.15
34 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 | 23.50 36.90 150.90 105.30 49.80 35.80 41.90 41.10 23.43 42.14 25.33 151.34 110.26 21.54 16.30
35 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 28 29 30 31 32 | 27.20 78.84 38.55 55.05 36.56 38.52 47.29 39.19 32.69 17.98 41.92 139.00 125.44 22.99 53.10 48.40 23.90 28.20 36.80 30.70 38.90 39.20 16.90 20.89 180.30 22.69 16.59 15.24 21.90 21.90
36 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 | 31.64 71.51 42.32 140.84 121.43 31.98 32.15 50.37 36.50 37.32 18.19 21.16 39.91 42.30 56.86 24.30 28.30 56.10 36.30 34.00 26.40 46.05 28.95 19.20 19.20 23.00 12.30 18.80 15.17
