1 | 1 2 3 4 5 6 8 | 137.90 145.30 109.00 120.70 109.00 145.30 167.80
2 | 1 2 3 4 5 6 8 9 10 12 13 14 15 18 19 20 21 22 23 25 26 27 28 29 | 163.80 111.10 161.50 104.00 155.78 93.50 155.70 122.20 181.90 137.00 142.70 154.50 101.60 62.00 26.23 123.54 131.78 17.80 25.50 21.90 123.01 132.34 17.80 25.60
3 | 1 2 3 4 5 6 8 9 10 12 13 14 15 | 164.60 97.88 163.07 107.02 155.78 93.20 154.57 122.00 181.28 108.40 145.40 151.18 100.37
4 | 1 2 3 4 5 6 8 9 10 12 13 14 15 | 164.60 97.88 163.07 107.02 155.78 93.20 136.50 121.37 181.72 115.94 124.20 117.44 144.25
5 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 | 31.64 71.51 42.32 140.84 121.43 31.98 32.15 50.37 36.50 37.32 18.19 21.16 38.07 42.47 56.86 24.79 26.26 56.14 40.62 134.15 135.44 43.96 31.80 20.60 20.60 25.48 11.52 20.26 16.59
6 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 | 27.32 78.84 38.88 55.25 36.89 38.65 50.50 40.90 34.40 18.06 42.90 38.10 25.20 21.00 48.40 43.00 35.60 27.50 18.00 40.10 29.90 48.00 151.00 109.40 19.35 14.60 16.13 15.87 21.90 21.90
7 | 1 2 3 4 5 6 8 9 10 12 13 14 15 16 17 19 20 21 23 24 25 26 27 28 32 33 34 35 36 37 | 166.13 96.93 165.28 102.80 162.52 96.31 82.70 55.03 197.60 108.80 165.60 97.50 160.43 104.61 154.90 164.19 103.70 182.56 121.34 128.60 116.00 161.40 116.00 128.60 128.90 129.20 115.00 158.43 115.00 129.20
8 | 1 2 3 4 5 6 8 9 10 12 13 14 15 16 17 19 20 21 23 24 25 26 27 28 33 34 35 36 37 38 | 166.13 96.93 165.28 102.80 162.52 96.31 82.70 55.03 197.60 108.80 165.60 97.50 160.43 104.61 154.90 166.60 102.70 182.56 122.00 114.00 145.90 149.90 115.70 119.90 128.90 129.20 115.00 158.43 115.00 129.20
9 | 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 31 33 34 35 36 40 | 30.00 78.40 39.10 140.68 121.99 32.18 31.95 50.37 36.90 37.49 19.50 21.16 38.07 42.47 56.86 24.79 26.26 56.14 40.62 20.26 134.15 135.44 43.96 31.80 20.60 20.60 25.48 11.52 16.59 104.43 75.90 70.60 78.40 75.10 61.10
10 | 1 2 3 5 6 8 9 10 11 13 14 16 17 18 19 21 23 24 25 26 27 28 | 154.09 122.20 182.01 106.07 156.07 94.46 158.25 98.90 155.70 103.80 145.73 137.00 144.84 156.40 96.91 56.30 60.36 26.23 123.54 131.78 17.80 25.50
11 | 1 2 4 5 6 8 9 10 11 14 15 16 17 18 19 20 21 22 23 24 25 26 27 29 30 31 32 33 | 104.00 155.78 155.70 122.20 181.90 129.45 140.75 155.25 100.37 26.16 121.45 139.20 16.30 39.60 26.25 124.03 130.53 17.45 25.32 93.50 163.80 111.10 161.50 21.90 123.01 132.34 17.80 25.60
12 | 1 2 3 5 6 8 9 10 11 14 15 16 17 20 21 22 23 24 25 26 27 28 29 30 | 155.70 122.20 182.01 102.76 155.78 93.20 164.60 97.60 163.10 137.00 142.70 154.50 101.60 62.00 26.50 123.20 135.60 39.60 26.25 124.03 130.53 17.45 25.32 16.30
13 | 1 2 4 5 6 8 9 10 11 12 13 14 15 16 19 20 21 22 23 24 25 26 27 29 30 31 32 33 | 104.84 157.00 150.50 115.87 182.94 121.50 145.22 147.08 118.80 22.40 123.40 130.80 18.26 25.68 76.88 132.31 120.99 26.96 26.96 95.82 163.77 111.10 161.50 21.90 123.01 132.34 17.80 25.60
14 | 1 2 4 5 6 8 9 10 11 13 14 15 16 | 108.74 155.70 136.50 121.37 181.72 115.94 124.20 117.44 144.25 107.30 137.10 110.10 161.80
15 | 1 2 4 5 6 8 9 11 12 14 15 16 17 18 19 20 21 22 23 24 25 26 27 29 30 31 32 33 | 106.47 156.36 165.04 120.30 182.99 58.60 197.20 150.62 96.80 40.82 120.06 134.14 18.48 25.34 40.82 120.06 134.14 18.48 25.34 93.20 163.77 111.10 161.24 21.90 123.01 132.34 17.80 25.60
16 | 1 2 4 5 6 8 9 10 11 14 15 16 17 18 19 20 21 22 24 25 26 27 28 29 30 31 32 33 | 104.00 155.78 152.47 110.14 182.12 121.50 135.76 150.94 102.44 77.43 132.31 120.99 26.84 26.84 93.50 163.80 107.87 161.50 20.55 122.40 133.80 39.20 26.25 124.03 130.53 17.45 25.32 15.90
17 | 1 2 3 5 6 8 9 10 11 13 15 16 17 18 19 21 23 | 150.10 115.40 173.00 106.07 155.78 93.02 164.33 92.20 161.26 56.19 55.80 105.70 143.90 151.24 96.91 56.20 56.00
18 | 1 2 4 5 6 8 9 10 11 12 13 14 15 16 18 19 20 21 22 24 25 26 27 | 122.00 147.30 144.20 108.00 182.00 161.00 112.10 159.00 111.90 42.00 28.50 151.20 112.40 28.50 22.30 123.10 131.81 17.80 25.60 152.00 120.53 124.20 116.00
19 | 1 2 3 4 5 6 7 9 10 12 13 14 15 16 17 19 20 21 22 23 24 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 | 48.30 43.00 37.50 60.00 198.30 116.50 193.50 69.00 211.35 26.60 119.80 135.00 18.30 26.00 181.86 129.10 126.80 115.13 151.51 145.45 115.86 41.90 44.30 33.00 122.95 131.90 22.07 22.07 148.25 111.80 18.15 27.90 122.50 133.60 21.99 21.99 24.70 24.70
